optimizer,lr,seed,epoch,val_loss,val_top1,val_top5
muon_moonlight,0.02,44,13,0.236800,92.4500,99.7500
muon_moonlight,0.02,44,14,0.235200,92.5000,99.7800
muon_moonlight,0.02,44,15,0.227800,92.7900,99.7700
muon_moonlight,0.02,44,16,0.229600,93.0600,99.7800
muon_moonlight,0.02,44,17,0.220600,93.1300,99.7900
muon_moonlight,0.02,44,18,0.215200,93.3300,99.8300
muon_moonlight,0.02,44,19,0.215400,93.6200,99.8400
muon_moonlight,0.02,44,20,0.213100,93.3600,99.8600
muon_moonlight,0.02,44,21,0.210000,93.4900,99.8700
muon_moonlight,0.02,44,22,0.208300,93.5400,99.8700
muon_moonlight,0.02,44,23,0.208500,93.5600,99.8600
muon_moonlight,0.04,42,0,1.170200,64.1600,95.1500
muon_moonlight,0.04,42,1,0.716200,75.5100,98.4700
muon_moonlight,0.04,42,2,0.571300,80.5900,98.8000
muon_moonlight,0.04,42,3,0.441400,85.1700,99.3600
muon_moonlight,0.04,42,4,0.424000,85.7300,99.3100
muon_moonlight,0.04,42,5,0.378600,87.4400,99.4500
muon_moonlight,0.04,42,6,0.314700,89.1500,99.6300
muon_moonlight,0.04,42,7,0.306900,89.5500,99.6900
muon_moonlight,0.04,42,8,0.287400,89.9500,99.6900
muon_moonlight,0.04,42,9,0.279200,90.7300,99.7800
muon_moonlight,0.04,42,10,0.281900,90.6600,99.7000
muon_moonlight,0.04,42,11,0.252700,91.8800,99.7800
muon_moonlight,0.04,42,12,0.244900,92.3300,99.7500
muon_moonlight,0.04,42,13,0.272800,91.4500,99.7500
muon_moonlight,0.04,42,14,0.242900,92.6200,99.7900
muon_moonlight,0.04,42,15,0.225400,93.0400,99.8200
muon_moonlight,0.04,42,16,0.224300,93.0300,99.8200
muon_moonlight,0.04,42,17,0.218000,93.1700,99.8300
muon_moonlight,0.04,42,18,0.212700,93.5700,99.8600
muon_moonlight,0.04,42,19,0.216100,93.4500,99.8400
muon_moonlight,0.04,42,20,0.208500,93.7300,99.8800
muon_moonlight,0.04,42,21,0.210100,93.7500,99.8600
muon_moonlight,0.04,42,22,0.209200,93.8200,99.8700
muon_moonlight,0.04,42,23,0.209500,93.8000,99.8500
muon_moonlight,0.04,43,0,0.966400,67.4600,96.8900
muon_moonlight,0.04,43,1,0.563000,81.1700,98.8100
muon_moonlight,0.04,43,2,0.500900,83.1300,98.9600
muon_moonlight,0.04,43,3,0.436600,85.2300,99.3100
muon_moonlight,0.04,43,4,0.449200,84.4300,99.3700
muon_moonlight,0.04,43,5,0.358300,87.5200,99.5000
muon_moonlight,0.04,43,6,0.416100,85.6700,99.5100
muon_moonlight,0.04,43,7,0.306600,89.4200,99.7600
muon_moonlight,0.04,43,8,0.290000,90.2800,99.7100
muon_moonlight,0.04,43,9,0.259400,91.0600,99.7400
muon_moonlight,0.04,43,10,0.272400,90.9800,99.7400
muon_moonlight,0.04,43,11,0.252000,91.6100,99.7900
muon_moonlight,0.04,43,12,0.233300,92.3100,99.8000
muon_moonlight,0.04,43,13,0.226000,92.6800,99.7900
muon_moonlight,0.04,43,14,0.248700,92.3500,99.7700
muon_moonlight,0.04,43,15,0.231500,92.8200,99.8100
muon_moonlight,0.04,43,16,0.237600,92.5500,99.8700
muon_moonlight,0.04,43,17,0.226900,92.8800,99.8400
muon_moonlight,0.04,43,18,0.209100,93.6100,99.8800
muon_moonlight,0.04,43,19,0.210000,93.5200,99.8500
muon_moonlight,0.04,43,20,0.205700,93.8900,99.9200
muon_moonlight,0.04,43,21,0.205300,93.9800,99.9100
muon_moonlight,0.04,43,22,0.203800,93.9700,99.8900
muon_moonlight,0.04,43,23,0.203300,93.9900,99.9100
muon_moonlight,0.04,44,0,0.972500,67.6700,95.0000
muon_moonlight,0.04,44,1,0.732700,74.3900,98.2400
muon_moonlight,0.04,44,2,0.550600,80.9900,99.0800
muon_moonlight,0.04,44,3,0.465200,84.4100,99.3800
muon_moonlight,0.04,44,4,0.404400,86.1800,99.4500
muon_moonlight,0.04,44,5,0.352600,88.1200,99.5800
muon_moonlight,0.04,44,6,0.347100,88.0600,99.6900
muon_moonlight,0.04,44,7,0.326300,89.0800,99.6200
muon_moonlight,0.04,44,8,0.303500,89.8700,99.6400
muon_moonlight,0.04,44,9,0.270300,90.8300,99.7400
muon_moonlight,0.04,44,10,0.282500,91.1300,99.7300
muon_moonlight,0.04,44,11,0.265900,91.4000,99.8100
muon_moonlight,0.04,44,12,0.261900,91.5900,99.7700
muon_moonlight,0.04,44,13,0.241700,92.4400,99.8400
muon_moonlight,0.04,44,14,0.235600,92.7300,99.8200
muon_moonlight,0.04,44,15,0.232800,92.6300,99.8100
muon_moonlight,0.04,44,16,0.233500,93.2400,99.8100
muon_moonlight,0.04,44,17,0.235900,93.0900,99.8700
muon_moonlight,0.04,44,18,0.230500,93.2000,99.8500
muon_moonlight,0.04,44,19,0.234000,93.0400,99.8100
muon_moonlight,0.04,44,20,0.226400,93.1900,99.8700
muon_moonlight,0.04,44,21,0.220500,93.3700,99.8700
muon_moonlight,0.04,44,22,0.221300,93.4300,99.8600
muon_moonlight,0.04,44,23,0.221100,93.4600,99.8600
orscale_muon,0.005,42,0,2.039700,40.9300,87.7200
orscale_muon,0.005,42,1,1.331100,55.1400,94.8100
orscale_muon,0.005,42,2,0.892000,68.8400,97.5600
orscale_muon,0.005,42,3,0.623600,78.7500,98.9700
orscale_muon,0.005,42,4,0.545500,81.3700,99.0400
orscale_muon,0.005,42,5,0.465100,84.2700,99.3200
orscale_muon,0.005,42,6,0.418500,85.6800,99.4300
orscale_muon,0.005,42,7,0.397600,86.6900,99.3900
orscale_muon,0.005,42,8,0.363300,87.7200,99.6200
orscale_muon,0.005,42,9,0.332200,88.6500,99.6700
orscale_muon,0.005,42,10,0.326400,89.3000,99.6700
orscale_muon,0.005,42,11,0.315400,89.5300,99.7200
orscale_muon,0.005,42,12,0.321900,89.3500,99.7100
orscale_muon,0.005,42,13,0.314600,89.9100,99.6700
orscale_muon,0.005,42,14,0.277600,90.8200,99.7600
orscale_muon,0.005,42,15,0.280900,90.8300,99.7400
orscale_muon,0.005,42,16,0.272800,91.1800,99.7900
orscale_muon,0.005,42,17,0.273300,91.1700,99.7800
orscale_muon,0.005,42,18,0.260500,91.7400,99.7700
orscale_muon,0.005,42,19,0.263200,91.8400,99.8200
orscale_muon,0.005,42,20,0.256000,91.8200,99.8000
orscale_muon,0.005,42,21,0.254200,91.9000,99.7900
orscale_muon,0.005,42,22,0.253400,92.0700,99.8100
orscale_muon,0.005,42,23,0.253800,92.0100,99.8100
orscale_muon,0.005,43,0,2.067400,39.8200,85.7400
orscale_muon,0.005,43,1,1.361200,54.6200,94.5500
orscale_muon,0.005,43,2,0.865600,70.0500,98.0600
orscale_muon,0.005,43,3,0.634900,78.2300,98.8600
orscale_muon,0.005,43,4,0.552500,81.1500,99.0700
orscale_muon,0.005,43,5,0.442600,84.9900,99.2600
orscale_muon,0.005,43,6,0.436200,84.8000,99.4000
orscale_muon,0.005,43,7,0.385600,86.9400,99.3600
orscale_muon,0.005,43,8,0.342100,88.4500,99.5000
orscale_muon,0.005,43,9,0.322600,89.0300,99.6200
orscale_muon,0.005,43,10,0.323200,89.2500,99.6500
orscale_muon,0.005,43,11,0.297600,90.0800,99.7100
orscale_muon,0.005,43,12,0.313200,89.6000,99.7300
orscale_muon,0.005,43,13,0.289000,90.7400,99.6800
orscale_muon,0.005,43,14,0.302400,90.3300,99.5800
orscale_muon,0.005,43,15,0.271100,91.2100,99.6700
orscale_muon,0.005,43,16,0.280000,91.2200,99.6100
orscale_muon,0.005,43,17,0.258000,91.8300,99.7300
orscale_muon,0.005,43,18,0.263500,91.8200,99.7300
orscale_muon,0.005,43,19,0.254000,91.9800,99.7800
orscale_muon,0.005,43,20,0.252900,92.2400,99.7800
orscale_muon,0.005,43,21,0.250600,92.2600,99.8000
orscale_muon,0.005,43,22,0.251600,92.1100,99.7800
orscale_muon,0.005,43,23,0.250900,92.1000,99.8000
orscale_muon,0.005,44,0,2.056200,39.7200,86.8500
orscale_muon,0.005,44,1,1.331000,55.5600,94.9300
orscale_muon,0.005,44,2,0.860100,70.2100,97.7900
orscale_muon,0.005,44,3,0.689700,76.2600,98.5600
orscale_muon,0.005,44,4,0.566400,80.3700,98.9400
orscale_muon,0.005,44,5,0.489300,82.7600,99.2200
orscale_muon,0.005,44,6,0.396200,86.1600,99.4600
orscale_muon,0.005,44,7,0.384100,86.6700,99.5200
orscale_muon,0.005,44,8,0.367300,87.0700,99.6100
orscale_muon,0.005,44,9,0.326200,88.8500,99.6300
orscale_muon,0.005,44,10,0.338000,88.5200,99.6200
orscale_muon,0.005,44,11,0.343300,88.5300,99.6600
orscale_muon,0.005,44,12,0.291500,90.2500,99.7600
orscale_muon,0.005,44,13,0.293900,90.5400,99.7100
orscale_muon,0.005,44,14,0.283900,91.0700,99.7400
orscale_muon,0.005,44,15,0.274700,91.3600,99.7000
orscale_muon,0.005,44,16,0.276900,91.6000,99.7100
orscale_muon,0.005,44,17,0.261500,91.7700,99.7800
orscale_muon,0.005,44,18,0.257200,92.2100,99.7500
orscale_muon,0.005,44,19,0.256300,92.0200,99.8100
orscale_muon,0.005,44,20,0.251300,92.4600,99.7400
orscale_muon,0.005,44,21,0.247700,92.5300,99.7700
orscale_muon,0.005,44,22,0.246500,92.5900,99.7600
orscale_muon,0.005,44,23,0.246500,92.6300,99.7700
orscale_muon,0.01,42,0,1.832300,45.2800,90.4700
orscale_muon,0.01,42,1,1.008300,66.0400,97.2900
orscale_muon,0.01,42,2,0.758900,73.5600,98.3400
orscale_muon,0.01,42,3,0.544200,81.3600,98.9600
orscale_muon,0.01,42,4,0.494100,83.2800,99.2200
orscale_muon,0.01,42,5,0.436500,85.1200,99.4300
orscale_muon,0.01,42,6,0.378900,86.9300,99.5800
orscale_muon,0.01,42,7,0.343300,88.2900,99.6600
orscale_muon,0.01,42,8,0.344000,88.1100,99.5600
orscale_muon,0.01,42,9,0.309600,89.6500,99.6200
orscale_muon,0.01,42,10,0.297900,90.1000,99.7600
orscale_muon,0.01,42,11,0.293200,90.2200,99.6400
orscale_muon,0.01,42,12,0.275500,90.7200,99.6900
orscale_muon,0.01,42,13,0.274500,91.0000,99.8000
orscale_muon,0.01,42,14,0.256100,91.5300,99.7700
orscale_muon,0.01,42,15,0.240400,92.0700,99.7500
orscale_muon,0.01,42,16,0.244200,92.1000,99.8500
orscale_muon,0.01,42,17,0.230700,92.3800,99.8100
orscale_muon,0.01,42,18,0.219900,92.9600,99.8100
orscale_muon,0.01,42,19,0.219600,93.1200,99.7900
orscale_muon,0.01,42,20,0.210000,93.3500,99.8600
orscale_muon,0.01,42,21,0.205500,93.5800,99.8500
orscale_muon,0.01,42,22,0.204100,93.6300,99.8500
orscale_muon,0.01,42,23,0.204400,93.6000,99.8600
orscale_muon,0.01,43,0,1.870900,43.6000,89.6100
orscale_muon,0.01,43,1,1.032200,65.5200,97.0600
orscale_muon,0.01,43,2,0.689600,76.3300,98.5400
orscale_muon,0.01,43,3,0.532400,81.6800,99.0200
orscale_muon,0.01,43,4,0.525900,81.5800,99.1200
orscale_muon,0.01,43,5,0.387200,86.7700,99.5300
orscale_muon,0.01,43,6,0.435700,84.7500,99.5000
orscale_muon,0.01,43,7,0.382600,87.2100,99.4600
orscale_muon,0.01,43,8,0.349600,87.9800,99.5900
orscale_muon,0.01,43,9,0.331900,88.6100,99.6600
orscale_muon,0.01,43,10,0.292000,90.1600,99.6800
orscale_muon,0.01,43,11,0.288200,90.4200,99.7000
orscale_muon,0.01,43,12,0.292600,90.4000,99.6800
orscale_muon,0.01,43,13,0.292600,90.4400,99.6000
orscale_muon,0.01,43,14,0.261000,91.3600,99.7300
orscale_muon,0.01,43,15,0.252200,91.7100,99.7800
orscale_muon,0.01,43,16,0.241700,92.2500,99.8600
orscale_muon,0.01,43,17,0.225900,92.6400,99.7900
orscale_muon,0.01,43,18,0.236500,92.7100,99.7900
orscale_muon,0.01,43,19,0.217700,93.1900,99.7800
orscale_muon,0.01,43,20,0.209700,93.3700,99.8300
orscale_muon,0.01,43,21,0.208900,93.5600,99.8300
orscale_muon,0.01,43,22,0.208800,93.6300,99.8400
orscale_muon,0.01,43,23,0.208100,93.6300,99.8400
orscale_muon,0.01,44,0,1.854200,44.5700,89.8800
orscale_muon,0.01,44,1,1.009100,66.3700,97.3900
orscale_muon,0.01,44,2,0.709600,75.7700,98.1700
orscale_muon,0.01,44,3,0.593600,79.7100,98.7800
orscale_muon,0.01,44,4,0.514000,82.4800,98.9600
orscale_muon,0.01,44,5,0.430200,85.2700,99.2600
orscale_muon,0.01,44,6,0.387900,86.3800,99.5600
orscale_muon,0.01,44,7,0.402500,86.0100,99.5300
orscale_muon,0.01,44,8,0.366200,87.1600,99.6100
orscale_muon,0.01,44,9,0.311700,89.4200,99.6500
orscale_muon,0.01,44,10,0.336900,88.4500,99.6400
orscale_muon,0.01,44,11,0.285600,90.4400,99.7600
orscale_muon,0.01,44,12,0.268300,91.2200,99.7400
orscale_muon,0.01,44,13,0.267700,90.9900,99.7800
orscale_muon,0.01,44,14,0.257400,91.5500,99.8000
orscale_muon,0.01,44,15,0.257400,91.5400,99.8400
orscale_muon,0.01,44,16,0.229800,92.7800,99.8700
orscale_muon,0.01,44,17,0.222500,92.8800,99.8600
orscale_muon,0.01,44,18,0.219500,92.9100,99.8400
orscale_muon,0.01,44,19,0.212400,93.3500,99.8800
orscale_muon,0.01,44,20,0.210200,93.3100,99.8800
orscale_muon,0.01,44,21,0.206200,93.5200,99.8600
orscale_muon,0.01,44,22,0.205000,93.5600,99.8700
orscale_muon,0.01,44,23,0.204500,93.5800,99.8700
orscale_muon,0.02,42,0,1.536800,51.9300,93.4700
orscale_muon,0.02,42,1,0.806600,72.4000,98.0500
orscale_muon,0.02,42,2,0.664600,76.5400,98.7700
orscale_muon,0.02,42,3,0.506200,82.5900,99.0300
orscale_muon,0.02,42,4,0.481300,83.7300,99.3300
orscale_muon,0.02,42,5,0.446000,84.8400,99.3300
orscale_muon,0.02,42,6,0.477600,83.9600,99.4200
orscale_muon,0.02,42,7,0.444900,84.9400,99.2900
orscale_muon,0.02,42,8,0.418900,86.3400,99.2900
orscale_muon,0.02,42,9,0.302800,89.6500,99.6700
orscale_muon,0.02,42,10,0.300900,89.7600,99.7100
orscale_muon,0.02,42,11,0.276000,90.6500,99.8000
orscale_muon,0.02,42,12,0.246000,91.5200,99.7800
orscale_muon,0.02,42,13,0.255800,91.4000,99.8600
orscale_muon,0.02,42,14,0.226900,92.4600,99.8600
orscale_muon,0.02,42,15,0.225100,92.5200,99.8300
orscale_muon,0.02,42,16,0.217100,93.1300,99.8300
orscale_muon,0.02,42,17,0.207500,93.3300,99.8500
orscale_muon,0.02,42,18,0.203100,93.5800,99.8500
orscale_muon,0.02,42,19,0.203000,93.5300,99.8600
orscale_muon,0.02,42,20,0.193000,93.9300,99.8900
orscale_muon,0.02,42,21,0.193400,93.8600,99.8700
orscale_muon,0.02,42,22,0.190800,94.1200,99.8700
orscale_muon,0.02,42,23,0.190600,94.1500,99.8700
orscale_muon,0.02,43,0,1.574000,50.3700,92.7400
orscale_muon,0.02,43,1,0.783000,74.0000,97.9700
orscale_muon,0.02,43,2,0.578600,79.8200,98.9300
orscale_muon,0.02,43,3,0.470900,83.9200,99.1600
orscale_muon,0.02,43,4,0.686700,77.3000,98.4900
orscale_muon,0.02,43,5,0.483100,83.4600,99.2500
orscale_muon,0.02,43,6,0.528200,82.1500,99.3700
orscale_muon,0.02,43,7,0.419700,85.9600,99.4700
orscale_muon,0.02,43,8,0.387700,86.7100,99.5000
orscale_muon,0.02,43,9,0.348900,87.8200,99.5900
orscale_muon,0.02,43,10,0.282800,90.1500,99.7700
orscale_muon,0.02,43,11,0.298600,89.9800,99.7100
orscale_muon,0.02,43,12,0.286200,90.0600,99.7800
orscale_muon,0.02,43,13,0.236700,91.8700,99.7800
orscale_muon,0.02,43,14,0.238200,92.3700,99.7900
orscale_muon,0.02,43,15,0.217500,92.7800,99.8400
orscale_muon,0.02,43,16,0.231100,92.6600,99.8600
orscale_muon,0.02,43,17,0.210600,93.2400,99.8800
orscale_muon,0.02,43,18,0.208500,93.4500,99.9100
orscale_muon,0.02,43,19,0.199500,93.6400,99.8700
orscale_muon,0.02,43,20,0.199400,93.8200,99.8600
orscale_muon,0.02,43,21,0.196000,93.9500,99.9000
orscale_muon,0.02,43,22,0.195600,94.0300,99.8900
orscale_muon,0.02,43,23,0.195600,93.9600,99.8900
orscale_muon,0.02,44,0,1.542200,50.9200,93.2600
orscale_muon,0.02,44,1,0.798200,72.0200,98.2800
orscale_muon,0.02,44,2,0.643100,77.8600,98.6400
orscale_muon,0.02,44,3,0.577600,80.5600,98.6300
orscale_muon,0.02,44,4,0.549200,81.4400,98.7500
orscale_muon,0.02,44,5,0.451600,84.2000,99.2800
orscale_muon,0.02,44,6,0.487200,83.4000,99.1500
orscale_muon,0.02,44,7,0.547800,82.0500,98.7100
orscale_muon,0.02,44,8,0.449100,84.6300,99.2600
orscale_muon,0.02,44,9,0.319100,89.3300,99.5300
orscale_muon,0.02,44,10,0.337300,88.7700,99.6200
orscale_muon,0.02,44,11,0.272200,90.6600,99.7500
orscale_muon,0.02,44,12,0.248500,91.6000,99.8100
orscale_muon,0.02,44,13,0.247400,91.7400,99.6900
orscale_muon,0.02,44,14,0.220900,92.6300,99.8100
orscale_muon,0.02,44,15,0.208100,92.9700,99.8700
orscale_muon,0.02,44,16,0.209000,93.4200,99.8100
orscale_muon,0.02,44,17,0.197500,93.4700,99.9000
orscale_muon,0.02,44,18,0.195100,93.9200,99.8800
orscale_muon,0.02,44,19,0.194600,94.0000,99.9000
orscale_muon,0.02,44,20,0.193000,94.0100,99.8900
orscale_muon,0.02,44,21,0.190000,94.1100,99.9100
orscale_muon,0.02,44,22,0.188700,94.1900,99.9200
orscale_muon,0.02,44,23,0.188100,94.2000,99.9300
orscale_muon,0.04,42,0,1.200100,60.8600,96.3600
orscale_muon,0.04,42,1,0.753100,74.2600,97.8700
orscale_muon,0.04,42,2,0.717900,75.5900,98.3300
orscale_muon,0.04,42,3,0.641100,78.7600,98.8400
orscale_muon,0.04,42,4,0.709500,77.9300,98.6200
orscale_muon,0.04,42,5,0.427100,85.3100,99.3800
orscale_muon,0.04,42,6,0.343000,87.8900,99.5800
orscale_muon,0.04,42,7,0.303700,89.3800,99.7200
orscale_muon,0.04,42,8,0.288100,90.2400,99.7800
orscale_muon,0.04,42,9,0.271700,90.8700,99.7800
orscale_muon,0.04,42,10,0.281200,90.5700,99.7000
orscale_muon,0.04,42,11,0.247200,91.7400,99.7400
orscale_muon,0.04,42,12,0.238900,92.0100,99.7800
orscale_muon,0.04,42,13,0.251500,91.8800,99.7900
orscale_muon,0.04,42,14,0.225500,92.8100,99.7800
orscale_muon,0.04,42,15,0.223000,92.7500,99.8100
orscale_muon,0.04,42,16,0.215700,93.3100,99.8400
orscale_muon,0.04,42,17,0.221500,93.0800,99.7900
orscale_muon,0.04,42,18,0.210700,93.5300,99.8600
orscale_muon,0.04,42,19,0.210200,93.8200,99.8300
orscale_muon,0.04,42,20,0.205100,93.9100,99.8800
orscale_muon,0.04,42,21,0.204200,94.0200,99.8800
orscale_muon,0.04,42,22,0.204100,94.0000,99.8900
orscale_muon,0.04,42,23,0.204100,94.0100,99.8700
orscale_muon,0.04,43,0,1.225700,59.7400,95.6900
orscale_muon,0.04,43,1,0.656300,77.6400,98.5900
orscale_muon,0.04,43,2,0.533900,81.6700,98.9700
orscale_muon,0.04,43,3,0.634800,79.1500,98.4500
orscale_muon,0.04,43,4,0.659500,79.0700,98.6800
orscale_muon,0.04,43,5,0.392400,86.2200,99.5300
orscale_muon,0.04,43,6,0.414300,85.6600,99.6100
orscale_muon,0.04,43,7,0.290800,90.1100,99.7200
orscale_muon,0.04,43,8,0.280500,90.3600,99.6700
orscale_muon,0.04,43,9,0.292100,89.7400,99.7900
orscale_muon,0.04,43,10,0.245700,91.9200,99.7700
orscale_muon,0.04,43,11,0.257400,91.6600,99.7700
orscale_muon,0.04,43,12,0.249800,91.6700,99.8200
orscale_muon,0.04,43,13,0.236100,92.0900,99.7600
orscale_muon,0.04,43,14,0.231900,92.7200,99.6800
orscale_muon,0.04,43,15,0.228800,92.8400,99.7700
orscale_muon,0.04,43,16,0.219100,93.0300,99.7600
orscale_muon,0.04,43,17,0.220800,93.1600,99.8100
orscale_muon,0.04,43,18,0.211900,93.4000,99.8100
orscale_muon,0.04,43,19,0.207100,93.6800,99.7800
orscale_muon,0.04,43,20,0.207200,93.8000,99.7800
orscale_muon,0.04,43,21,0.206000,93.8400,99.8100
orscale_muon,0.04,43,22,0.205900,93.8800,99.8200
orscale_muon,0.04,43,23,0.205300,93.9000,99.8100
orscale_muon,0.04,44,0,1.215200,59.9700,96.0400
orscale_muon,0.04,44,1,0.763400,72.9600,98.3800
orscale_muon,0.04,44,2,0.668900,77.3200,98.5500
orscale_muon,0.04,44,3,0.826200,73.7800,97.8900
orscale_muon,0.04,44,4,0.779500,76.5000,98.0700
orscale_muon,0.04,44,5,0.390000,86.6600,99.4200
orscale_muon,0.04,44,6,0.352200,87.7800,99.4600
orscale_muon,0.04,44,7,0.310700,89.2600,99.6900
orscale_muon,0.04,44,8,0.285900,90.5000,99.6500
orscale_muon,0.04,44,9,0.263500,91.1200,99.7400
orscale_muon,0.04,44,10,0.281700,90.4700,99.7500
orscale_muon,0.04,44,11,0.249800,91.5700,99.8200
orscale_muon,0.04,44,12,0.240300,92.1400,99.8000
orscale_muon,0.04,44,13,0.235900,92.3700,99.8200
orscale_muon,0.04,44,14,0.229700,92.5900,99.8000
orscale_muon,0.04,44,15,0.230300,92.6500,99.8000
orscale_muon,0.04,44,16,0.222800,93.1900,99.8600
orscale_muon,0.04,44,17,0.215300,93.4400,99.8100
orscale_muon,0.04,44,18,0.210800,93.7200,99.8400
orscale_muon,0.04,44,19,0.207300,93.8500,99.8600
orscale_muon,0.04,44,20,0.205800,93.8200,99.8600
orscale_muon,0.04,44,21,0.202100,93.8800,99.8800
orscale_muon,0.04,44,22,0.202500,93.9600,99.8900
orscale_muon,0.04,44,23,0.201900,93.9100,99.8900
orscale_muon_wd,0.005,42,0,2.040000,41.0400,87.6300
orscale_muon_wd,0.005,42,1,1.331400,55.1800,94.8500
orscale_muon_wd,0.005,42,2,0.891900,68.8800,97.7400
orscale_muon_wd,0.005,42,3,0.641600,78.1100,98.9500
orscale_muon_wd,0.005,42,4,0.537900,81.6500,99.0700
orscale_muon_wd,0.005,42,5,0.479100,83.4500,99.2200
orscale_muon_wd,0.005,42,6,0.414100,85.7300,99.4200
orscale_muon_wd,0.005,42,7,0.392100,86.6700,99.4700
orscale_muon_wd,0.005,42,8,0.347300,88.0900,99.6500
orscale_muon_wd,0.005,42,9,0.320200,89.1500,99.6500
orscale_muon_wd,0.005,42,10,0.321900,89.1000,99.7300
orscale_muon_wd,0.005,42,11,0.309700,89.5500,99.7100
orscale_muon_wd,0.005,42,12,0.303700,89.7300,99.6400
orscale_muon_wd,0.005,42,13,0.315300,89.7500,99.6400
orscale_muon_wd,0.005,42,14,0.283200,90.7100,99.7900
orscale_muon_wd,0.005,42,15,0.276100,91.2200,99.7200
orscale_muon_wd,0.005,42,16,0.269000,91.4800,99.7900
orscale_muon_wd,0.005,42,17,0.272900,91.6400,99.7400
orscale_muon_wd,0.005,42,18,0.257100,91.9400,99.8000
orscale_muon_wd,0.005,42,19,0.261600,92.1300,99.7900
orscale_muon_wd,0.005,42,20,0.252600,92.1900,99.8600
orscale_muon_wd,0.005,42,21,0.251200,92.2900,99.8700
orscale_muon_wd,0.005,42,22,0.250200,92.3900,99.8800
orscale_muon_wd,0.005,42,23,0.249700,92.3600,99.8600
orscale_muon_wd,0.005,43,0,2.067600,39.9400,85.7900
orscale_muon_wd,0.005,43,1,1.361000,54.5900,94.6300
orscale_muon_wd,0.005,43,2,0.865500,69.9800,97.9700
orscale_muon_wd,0.005,43,3,0.642100,77.6800,98.8600
orscale_muon_wd,0.005,43,4,0.541400,81.2700,99.1100
orscale_muon_wd,0.005,43,5,0.443700,84.8300,99.3200
orscale_muon_wd,0.005,43,6,0.428200,84.8200,99.4400
orscale_muon_wd,0.005,43,7,0.408500,86.1400,99.3600
orscale_muon_wd,0.005,43,8,0.350400,88.3500,99.5900
orscale_muon_wd,0.005,43,9,0.343200,88.0800,99.6000
orscale_muon_wd,0.005,43,10,0.321000,89.4200,99.6500
orscale_muon_wd,0.005,43,11,0.306300,89.5900,99.6500
orscale_muon_wd,0.005,43,12,0.325700,89.6500,99.6600
orscale_muon_wd,0.005,43,13,0.292900,90.4900,99.7100
orscale_muon_wd,0.005,43,14,0.308600,90.4500,99.6900
orscale_muon_wd,0.005,43,15,0.279500,91.0000,99.7500
orscale_muon_wd,0.005,43,16,0.275700,91.5200,99.6400
orscale_muon_wd,0.005,43,17,0.263900,91.7400,99.7400
orscale_muon_wd,0.005,43,18,0.265700,91.7900,99.7400
orscale_muon_wd,0.005,43,19,0.260000,92.1100,99.7800
orscale_muon_wd,0.005,43,20,0.258900,92.0800,99.8300
orscale_muon_wd,0.005,43,21,0.255200,92.0700,99.8200
orscale_muon_wd,0.005,43,22,0.256200,92.2800,99.8200
orscale_muon_wd,0.005,43,23,0.255500,92.1900,99.8000
orscale_muon_wd,0.005,44,0,2.056200,39.6700,86.8600
orscale_muon_wd,0.005,44,1,1.329400,55.5300,94.9900
orscale_muon_wd,0.005,44,2,0.864300,70.1100,97.7800
orscale_muon_wd,0.005,44,3,0.683700,76.2000,98.4300
orscale_muon_wd,0.005,44,4,0.563000,80.3300,98.9600
orscale_muon_wd,0.005,44,5,0.503900,82.5500,99.1600
orscale_muon_wd,0.005,44,6,0.403300,86.2300,99.5100
orscale_muon_wd,0.005,44,7,0.395200,86.3400,99.5400
orscale_muon_wd,0.005,44,8,0.350500,87.9900,99.6600
orscale_muon_wd,0.005,44,9,0.325500,89.0300,99.6400
orscale_muon_wd,0.005,44,10,0.328200,89.1600,99.7200
orscale_muon_wd,0.005,44,11,0.338000,88.5400,99.7100
orscale_muon_wd,0.005,44,12,0.302300,90.1500,99.7200
orscale_muon_wd,0.005,44,13,0.305200,89.9500,99.7300
orscale_muon_wd,0.005,44,14,0.275200,91.1200,99.7500
orscale_muon_wd,0.005,44,15,0.283200,90.9200,99.7600
orscale_muon_wd,0.005,44,16,0.270200,91.5500,99.7100
orscale_muon_wd,0.005,44,17,0.264100,91.6500,99.7600
orscale_muon_wd,0.005,44,18,0.256200,92.0200,99.7700
orscale_muon_wd,0.005,44,19,0.258800,92.1800,99.8000
orscale_muon_wd,0.005,44,20,0.255800,92.2500,99.8200
orscale_muon_wd,0.005,44,21,0.252900,92.3200,99.8500
orscale_muon_wd,0.005,44,22,0.251900,92.4900,99.8200
orscale_muon_wd,0.005,44,23,0.251700,92.3900,99.8300
orscale_muon_wd,0.01,42,0,1.832900,45.4500,90.4300
orscale_muon_wd,0.01,42,1,1.005700,66.0600,97.2100
orscale_muon_wd,0.01,42,2,0.741400,74.2300,98.4600
orscale_muon_wd,0.01,42,3,0.541300,81.1800,99.2500
orscale_muon_wd,0.01,42,4,0.536100,82.0100,99.1300
orscale_muon_wd,0.01,42,5,0.416700,85.4800,99.4700
orscale_muon_wd,0.01,42,6,0.372400,87.0200,99.6400
orscale_muon_wd,0.01,42,7,0.348700,88.1200,99.5600
orscale_muon_wd,0.01,42,8,0.346300,88.0500,99.6800
orscale_muon_wd,0.01,42,9,0.306900,89.7400,99.7100
orscale_muon_wd,0.01,42,10,0.282500,90.5100,99.6800
