optimizer,lr,seed,epoch,step,train_loss,train_top1,lr_mult,elapsed_s
orscale_muon_wd,0.02,44,4,400,0.432300,85.8900,0.8000,19.100
orscale_muon_wd,0.02,44,4,450,0.425700,85.7700,0.9000,20.800
orscale_muon_wd,0.02,44,5,500,0.389900,87.6600,1.0000,22.900
orscale_muon_wd,0.02,44,5,550,0.398600,86.9600,0.9982,24.500
orscale_muon_wd,0.02,44,6,600,0.353500,88.1800,0.9926,26.600
orscale_muon_wd,0.02,44,6,650,0.362500,88.0700,0.9835,28.200
orscale_muon_wd,0.02,44,7,700,0.332300,88.9700,0.9708,30.400
orscale_muon_wd,0.02,44,7,750,0.344000,88.5900,0.9546,32.000
orscale_muon_wd,0.02,44,8,800,0.312900,89.7700,0.9350,34.100
orscale_muon_wd,0.02,44,8,850,0.318400,89.4900,0.9122,35.700
orscale_muon_wd,0.02,44,9,900,0.288500,90.5000,0.8864,37.800
orscale_muon_wd,0.02,44,9,950,0.283500,90.6700,0.8578,39.500
orscale_muon_wd,0.02,44,10,1000,0.221600,92.8500,0.8265,41.500
orscale_muon_wd,0.02,44,10,1050,0.225700,92.5000,0.7928,43.300
orscale_muon_wd,0.02,44,11,1100,0.169800,94.5000,0.7569,45.500
orscale_muon_wd,0.02,44,11,1150,0.172800,94.3000,0.7192,47.200
orscale_muon_wd,0.02,44,12,1200,0.141400,95.4900,0.6798,49.200
orscale_muon_wd,0.02,44,12,1250,0.144600,95.3100,0.6391,50.900
orscale_muon_wd,0.02,44,13,1300,0.109100,96.6700,0.5973,53.000
orscale_muon_wd,0.02,44,13,1350,0.110200,96.5600,0.5549,54.700
orscale_muon_wd,0.02,44,14,1400,0.088200,97.2600,0.5120,56.800
orscale_muon_wd,0.02,44,14,1450,0.088300,97.2600,0.4691,58.500
orscale_muon_wd,0.02,44,15,1500,0.068900,98.0400,0.4264,60.700
orscale_muon_wd,0.02,44,15,1550,0.069200,97.9800,0.3842,62.300
orscale_muon_wd,0.02,44,16,1600,0.051300,98.6600,0.3429,64.400
orscale_muon_wd,0.02,44,17,1650,0.051000,98.6300,0.3027,66.600
orscale_muon_wd,0.02,44,17,1700,0.037900,99.0900,0.2640,68.200
orscale_muon_wd,0.02,44,18,1750,0.030600,99.2200,0.2271,70.300
orscale_muon_wd,0.02,44,18,1800,0.030200,99.3200,0.1921,72.000
orscale_muon_wd,0.02,44,19,1850,0.021300,99.5300,0.1594,74.100
orscale_muon_wd,0.02,44,19,1900,0.022100,99.5800,0.1293,75.800
orscale_muon_wd,0.02,44,20,1950,0.015500,99.8200,0.1018,77.900
orscale_muon_wd,0.02,44,20,2000,0.016600,99.7400,0.0774,79.500
orscale_muon_wd,0.02,44,21,2050,0.013500,99.7400,0.0560,81.700
orscale_muon_wd,0.02,44,21,2100,0.014800,99.7300,0.0379,83.300
orscale_muon_wd,0.02,44,22,2150,0.010400,99.9100,0.0232,85.400
orscale_muon_wd,0.02,44,22,2200,0.011700,99.8400,0.0120,87.100
orscale_muon_wd,0.02,44,23,2250,0.010800,99.8800,0.0045,89.200
orscale_muon_wd,0.02,44,23,2300,0.010500,99.8900,0.0006,90.900
orscale_muon_wd,0.04,42,0,50,2.182700,27.1400,0.1000,5.900
orscale_muon_wd,0.04,42,1,100,1.266900,58.7900,0.2000,8.000
orscale_muon_wd,0.04,42,1,150,1.013500,66.6100,0.3000,9.700
orscale_muon_wd,0.04,42,2,200,0.627000,79.7500,0.4000,11.800
orscale_muon_wd,0.04,42,2,250,0.599400,80.3500,0.5000,13.400
orscale_muon_wd,0.04,42,3,300,0.486000,84.5500,0.6000,15.500
orscale_muon_wd,0.04,42,3,350,0.503300,83.5500,0.7000,17.100
orscale_muon_wd,0.04,42,4,400,0.478600,84.5500,0.8000,19.100
orscale_muon_wd,0.04,42,4,450,0.491800,83.8700,0.9000,20.800
orscale_muon_wd,0.04,42,5,500,0.434200,85.9200,1.0000,22.900
orscale_muon_wd,0.04,42,5,550,0.416000,86.3100,0.9982,24.600
orscale_muon_wd,0.04,42,6,600,0.332000,89.3200,0.9926,26.600
orscale_muon_wd,0.04,42,6,650,0.321100,89.2700,0.9835,28.300
orscale_muon_wd,0.04,42,7,700,0.238400,92.1000,0.9708,30.400
orscale_muon_wd,0.04,42,7,750,0.249800,91.7200,0.9546,32.100
orscale_muon_wd,0.04,42,8,800,0.203900,93.4700,0.9350,34.200
orscale_muon_wd,0.04,42,8,850,0.204000,93.4100,0.9122,35.900
orscale_muon_wd,0.04,42,9,900,0.159900,95.0600,0.8864,38.000
orscale_muon_wd,0.04,42,9,950,0.167900,94.5300,0.8578,39.700
orscale_muon_wd,0.04,42,10,1000,0.141000,95.5300,0.8265,41.800
orscale_muon_wd,0.04,42,10,1050,0.143900,95.4500,0.7928,43.600
orscale_muon_wd,0.04,42,11,1100,0.117200,96.2700,0.7569,45.800
orscale_muon_wd,0.04,42,11,1150,0.118400,96.3200,0.7192,48.300
orscale_muon_wd,0.04,42,12,1200,0.088700,97.4300,0.6798,50.300
orscale_muon_wd,0.04,42,12,1250,0.092800,97.2100,0.6391,52.000
orscale_muon_wd,0.04,42,13,1300,0.077500,97.7600,0.5973,54.100
orscale_muon_wd,0.04,42,13,1350,0.078800,97.6400,0.5549,55.900
orscale_muon_wd,0.04,42,14,1400,0.062900,98.1400,0.5120,58.000
orscale_muon_wd,0.04,42,14,1450,0.061200,98.2100,0.4691,59.600
orscale_muon_wd,0.04,42,15,1500,0.050900,98.4500,0.4264,61.800
orscale_muon_wd,0.04,42,15,1550,0.049900,98.5600,0.3842,63.500
orscale_muon_wd,0.04,42,16,1600,0.036500,99.1200,0.3429,65.600
orscale_muon_wd,0.04,42,17,1650,0.019000,100.0000,0.3027,67.700
orscale_muon_wd,0.04,42,17,1700,0.028400,99.3100,0.2640,69.300
orscale_muon_wd,0.04,42,18,1750,0.030300,98.9700,0.2271,71.400
orscale_muon_wd,0.04,42,18,1800,0.022700,99.4600,0.1921,73.100
orscale_muon_wd,0.04,42,19,1850,0.018200,99.6100,0.1594,75.200
orscale_muon_wd,0.04,42,19,1900,0.016300,99.7300,0.1293,76.900
orscale_muon_wd,0.04,42,20,1950,0.014600,99.7100,0.1018,79.000
orscale_muon_wd,0.04,42,20,2000,0.012800,99.8200,0.0774,80.700
orscale_muon_wd,0.04,42,21,2050,0.009600,99.8900,0.0560,82.800
orscale_muon_wd,0.04,42,21,2100,0.010600,99.8500,0.0379,84.500
orscale_muon_wd,0.04,42,22,2150,0.008400,99.9600,0.0232,86.600
orscale_muon_wd,0.04,42,22,2200,0.009400,99.8800,0.0120,88.300
orscale_muon_wd,0.04,42,23,2250,0.009100,99.8800,0.0045,90.400
orscale_muon_wd,0.04,42,23,2300,0.008700,99.9100,0.0006,92.100
orscale_muon_wd,0.04,43,0,50,2.208000,22.3900,0.1000,6.100
orscale_muon_wd,0.04,43,1,100,1.232200,61.2000,0.2000,8.900
orscale_muon_wd,0.04,43,1,150,1.033200,65.8200,0.3000,11.000
orscale_muon_wd,0.04,43,2,200,0.632600,79.6200,0.4000,13.700
orscale_muon_wd,0.04,43,2,250,0.613100,79.9800,0.5000,15.900
orscale_muon_wd,0.04,43,3,300,0.493500,83.7700,0.6000,18.500
orscale_muon_wd,0.04,43,3,350,0.507900,83.3900,0.7000,20.800
orscale_muon_wd,0.04,43,4,400,0.487000,84.0700,0.8000,23.500
orscale_muon_wd,0.04,43,4,450,0.493800,83.6000,0.9000,25.700
orscale_muon_wd,0.04,43,5,500,0.452800,84.7900,1.0000,28.400
orscale_muon_wd,0.04,43,5,550,0.424100,85.7600,0.9982,30.700
orscale_muon_wd,0.04,43,6,600,0.315800,89.9100,0.9926,33.400
orscale_muon_wd,0.04,43,6,650,0.311200,89.7900,0.9835,35.700
orscale_muon_wd,0.04,43,7,700,0.246300,92.3200,0.9708,38.500
orscale_muon_wd,0.04,43,7,750,0.254500,91.6100,0.9546,40.800
orscale_muon_wd,0.04,43,8,800,0.208600,93.1000,0.9350,43.500
orscale_muon_wd,0.04,43,8,850,0.209200,92.9800,0.9122,45.800
orscale_muon_wd,0.04,43,9,900,0.173500,94.4300,0.8864,48.600
orscale_muon_wd,0.04,43,9,950,0.176700,94.3400,0.8578,50.900
orscale_muon_wd,0.04,43,10,1000,0.146000,95.3500,0.8265,53.600
orscale_muon_wd,0.04,43,10,1050,0.145200,95.3400,0.7928,55.900
orscale_muon_wd,0.04,43,11,1100,0.113100,96.5100,0.7569,58.600
orscale_muon_wd,0.04,43,11,1150,0.119100,96.2300,0.7192,61.000
orscale_muon_wd,0.04,43,12,1200,0.094600,97.2200,0.6798,63.700
orscale_muon_wd,0.04,43,12,1250,0.097200,97.0500,0.6391,66.100
orscale_muon_wd,0.04,43,13,1300,0.073500,97.8800,0.5973,68.800
orscale_muon_wd,0.04,43,13,1350,0.077300,97.6500,0.5549,71.200
orscale_muon_wd,0.04,43,14,1400,0.063700,98.2400,0.5120,74.000
orscale_muon_wd,0.04,43,14,1450,0.061600,98.2600,0.4691,76.200
orscale_muon_wd,0.04,43,15,1500,0.048600,98.7400,0.4264,79.000
orscale_muon_wd,0.04,43,15,1550,0.048500,98.6800,0.3842,81.300
orscale_muon_wd,0.04,43,16,1600,0.038700,99.0500,0.3429,84.100
orscale_muon_wd,0.04,43,17,1650,0.024900,99.6100,0.3027,86.800
orscale_muon_wd,0.04,43,17,1700,0.028300,99.3000,0.2640,89.100
orscale_muon_wd,0.04,43,18,1750,0.023400,99.4600,0.2271,91.900
orscale_muon_wd,0.04,43,18,1800,0.020900,99.5900,0.1921,94.200
orscale_muon_wd,0.04,43,19,1850,0.016600,99.6400,0.1594,97.000
orscale_muon_wd,0.04,43,19,1900,0.017200,99.6300,0.1293,99.300
orscale_muon_wd,0.04,43,20,1950,0.011700,99.8400,0.1018,102.000
orscale_muon_wd,0.04,43,20,2000,0.013100,99.8000,0.0774,104.300
orscale_muon_wd,0.04,43,21,2050,0.012400,99.8200,0.0560,107.000
orscale_muon_wd,0.04,43,21,2100,0.011000,99.8500,0.0379,109.400
orscale_muon_wd,0.04,43,22,2150,0.009200,99.8800,0.0232,112.100
orscale_muon_wd,0.04,43,22,2200,0.009500,99.8700,0.0120,114.400
orscale_muon_wd,0.04,43,23,2250,0.009100,99.9200,0.0045,117.100
orscale_muon_wd,0.04,43,23,2300,0.008800,99.9200,0.0006,119.400
orscale_muon_wd,0.04,44,0,50,2.194900,24.8300,0.1000,5.900
orscale_muon_wd,0.04,44,1,100,1.287100,56.8400,0.2000,8.300
orscale_muon_wd,0.04,44,1,150,1.023900,65.9800,0.3000,10.600
orscale_muon_wd,0.04,44,2,200,0.662600,78.4800,0.4000,12.900
orscale_muon_wd,0.04,44,2,250,0.600900,80.4200,0.5000,15.300
orscale_muon_wd,0.04,44,3,300,0.502300,83.6600,0.6000,17.600
orscale_muon_wd,0.04,44,3,350,0.498500,83.7500,0.7000,20.000
orscale_muon_wd,0.04,44,4,400,0.483200,83.7700,0.8000,22.400
orscale_muon_wd,0.04,44,4,450,0.487500,83.8300,0.9000,24.700
orscale_muon_wd,0.04,44,5,500,0.438700,85.7400,1.0000,27.300
orscale_muon_wd,0.04,44,5,550,0.413900,86.3800,0.9982,29.700
orscale_muon_wd,0.04,44,6,600,0.313700,89.7200,0.9926,32.200
orscale_muon_wd,0.04,44,6,650,0.307300,89.9100,0.9835,34.500
orscale_muon_wd,0.04,44,7,700,0.251000,91.5600,0.9708,37.200
orscale_muon_wd,0.04,44,7,750,0.253700,91.5300,0.9546,39.500
orscale_muon_wd,0.04,44,8,800,0.205200,93.4200,0.9350,42.200
orscale_muon_wd,0.04,44,8,850,0.203000,93.4000,0.9122,44.600
orscale_muon_wd,0.04,44,9,900,0.166700,94.7300,0.8864,47.300
orscale_muon_wd,0.04,44,9,950,0.169700,94.5500,0.8578,49.600
orscale_muon_wd,0.04,44,10,1000,0.136700,95.7600,0.8265,52.300
orscale_muon_wd,0.04,44,10,1050,0.142700,95.3800,0.7928,54.700
orscale_muon_wd,0.04,44,11,1100,0.115800,96.4300,0.7569,57.300
orscale_muon_wd,0.04,44,11,1150,0.118300,96.3000,0.7192,59.700
orscale_muon_wd,0.04,44,12,1200,0.095900,97.1500,0.6798,62.400
orscale_muon_wd,0.04,44,12,1250,0.098700,96.9000,0.6391,64.800
orscale_muon_wd,0.04,44,13,1300,0.073700,97.7400,0.5973,67.500
orscale_muon_wd,0.04,44,13,1350,0.076000,97.7000,0.5549,69.900
orscale_muon_wd,0.04,44,14,1400,0.061400,98.2400,0.5120,72.600
orscale_muon_wd,0.04,44,14,1450,0.062500,98.1700,0.4691,74.900
orscale_muon_wd,0.04,44,15,1500,0.047000,98.7200,0.4264,77.700
orscale_muon_wd,0.04,44,15,1550,0.048000,98.6300,0.3842,80.000
orscale_muon_wd,0.04,44,16,1600,0.035700,99.1000,0.3429,82.800
orscale_muon_wd,0.04,44,17,1650,0.044500,98.8300,0.3027,85.500
orscale_muon_wd,0.04,44,17,1700,0.027600,99.3500,0.2640,87.900
orscale_muon_wd,0.04,44,18,1750,0.021900,99.5100,0.2271,90.600
orscale_muon_wd,0.04,44,18,1800,0.024200,99.4400,0.1921,92.900
orscale_muon_wd,0.04,44,19,1850,0.014000,99.7800,0.1594,95.700
orscale_muon_wd,0.04,44,19,1900,0.016500,99.6900,0.1293,98.000
orscale_muon_wd,0.04,44,20,1950,0.011200,99.8800,0.1018,100.800
orscale_muon_wd,0.04,44,20,2000,0.012800,99.8100,0.0774,103.100
orscale_muon_wd,0.04,44,21,2050,0.011300,99.8300,0.0560,105.800
orscale_muon_wd,0.04,44,21,2100,0.011000,99.8500,0.0379,108.100
orscale_muon_wd,0.04,44,22,2150,0.008100,99.9300,0.0232,110.800
orscale_muon_wd,0.04,44,22,2200,0.009000,99.9000,0.0120,113.100
orscale_muon_wd,0.04,44,23,2250,0.008200,99.9100,0.0045,115.900
orscale_muon_wd,0.04,44,23,2300,0.008100,99.9300,0.0006,118.200
orscale_muon_moonlight,0.005,42,0,50,2.273500,18.6400,0.1000,5.800
orscale_muon_moonlight,0.005,42,1,100,1.889000,42.1900,0.2000,7.900
orscale_muon_moonlight,0.005,42,1,150,1.666900,46.6300,0.3000,9.500
orscale_muon_moonlight,0.005,42,2,200,1.081400,64.2300,0.4000,11.600
orscale_muon_moonlight,0.005,42,2,250,0.963800,67.2700,0.5000,13.200
orscale_muon_moonlight,0.005,42,3,300,0.693500,76.6500,0.6000,15.300
orscale_muon_moonlight,0.005,42,3,350,0.659500,77.5500,0.7000,16.900
orscale_muon_moonlight,0.005,42,4,400,0.530400,82.4200,0.8000,19.000
orscale_muon_moonlight,0.005,42,4,450,0.503200,83.0900,0.9000,20.700
orscale_muon_moonlight,0.005,42,5,500,0.415400,86.3200,1.0000,22.700
orscale_muon_moonlight,0.005,42,5,550,0.407200,86.6100,0.9982,24.400
orscale_muon_moonlight,0.005,42,6,600,0.335500,89.0100,0.9926,26.500
orscale_muon_moonlight,0.005,42,6,650,0.330800,88.9200,0.9835,28.100
orscale_muon_moonlight,0.005,42,7,700,0.256000,91.6200,0.9708,30.200
orscale_muon_moonlight,0.005,42,7,750,0.269700,91.0600,0.9546,31.800
orscale_muon_moonlight,0.005,42,8,800,0.224400,92.8400,0.9350,33.900
orscale_muon_moonlight,0.005,42,8,850,0.222200,92.7800,0.9122,35.600
orscale_muon_moonlight,0.005,42,9,900,0.174600,94.5400,0.8864,37.600
orscale_muon_moonlight,0.005,42,9,950,0.188900,93.8600,0.8578,39.200
orscale_muon_moonlight,0.005,42,10,1000,0.154700,95.2700,0.8265,41.300
orscale_muon_moonlight,0.005,42,10,1050,0.158500,95.0600,0.7928,43.100
orscale_muon_moonlight,0.005,42,11,1100,0.130100,95.9400,0.7569,45.500
orscale_muon_moonlight,0.005,42,11,1150,0.131700,95.8800,0.7192,47.200
orscale_muon_moonlight,0.005,42,12,1200,0.101800,96.9600,0.6798,49.300
orscale_muon_moonlight,0.005,42,12,1250,0.106100,96.7300,0.6391,51.000
orscale_muon_moonlight,0.005,42,13,1300,0.086800,97.2700,0.5973,53.000
orscale_muon_moonlight,0.005,42,13,1350,0.088700,97.3200,0.5549,54.700
orscale_muon_moonlight,0.005,42,14,1400,0.072400,97.8500,0.5120,56.800
orscale_muon_moonlight,0.005,42,14,1450,0.071400,97.8800,0.4691,58.400
orscale_muon_moonlight,0.005,42,15,1500,0.058900,98.3900,0.4264,60.500
orscale_muon_moonlight,0.005,42,15,1550,0.058200,98.4000,0.3842,62.200
orscale_muon_moonlight,0.005,42,16,1600,0.044100,98.8900,0.3429,64.200
orscale_muon_moonlight,0.005,42,17,1650,0.031700,99.4100,0.3027,66.400
orscale_muon_moonlight,0.005,42,17,1700,0.034900,99.1800,0.2640,68.000
orscale_muon_moonlight,0.005,42,18,1750,0.035200,99.1700,0.2271,70.100
orscale_muon_moonlight,0.005,42,18,1800,0.029000,99.3600,0.1921,71.800
orscale_muon_moonlight,0.005,42,19,1850,0.022300,99.6700,0.1594,73.900
orscale_muon_moonlight,0.005,42,19,1900,0.022900,99.5600,0.1293,75.600
orscale_muon_moonlight,0.005,42,20,1950,0.019200,99.7100,0.1018,77.700
orscale_muon_moonlight,0.005,42,20,2000,0.018600,99.7000,0.0774,79.300
orscale_muon_moonlight,0.005,42,21,2050,0.015300,99.7900,0.0560,81.500
orscale_muon_moonlight,0.005,42,21,2100,0.015500,99.7700,0.0379,83.100
orscale_muon_moonlight,0.005,42,22,2150,0.013800,99.8000,0.0232,85.200
orscale_muon_moonlight,0.005,42,22,2200,0.014200,99.8000,0.0120,86.900
orscale_muon_moonlight,0.005,42,23,2250,0.013000,99.8700,0.0045,88.900
orscale_muon_moonlight,0.005,42,23,2300,0.013100,99.8400,0.0006,90.600
orscale_muon_moonlight,0.005,43,0,50,2.292900,14.6400,0.1000,5.700
orscale_muon_moonlight,0.005,43,1,100,1.907100,42.9000,0.2000,7.800
orscale_muon_moonlight,0.005,43,1,150,1.695300,45.8800,0.3000,9.500
orscale_muon_moonlight,0.005,43,2,200,1.109400,61.9800,0.4000,11.600
orscale_muon_moonlight,0.005,43,2,250,0.995800,66.1200,0.5000,13.200
orscale_muon_moonlight,0.005,43,3,300,0.704700,75.8000,0.6000,15.400
orscale_muon_moonlight,0.005,43,3,350,0.668800,77.5400,0.7000,17.000
orscale_muon_moonlight,0.005,43,4,400,0.536100,81.8500,0.8000,19.100
orscale_muon_moonlight,0.005,43,4,450,0.509900,82.9100,0.9000,20.800
orscale_muon_moonlight,0.005,43,5,500,0.423200,85.7400,1.0000,22.900
orscale_muon_moonlight,0.005,43,5,550,0.411200,86.2100,0.9982,24.600
orscale_muon_moonlight,0.005,43,6,600,0.328000,89.4400,0.9926,26.600
orscale_muon_moonlight,0.005,43,6,650,0.327000,89.3100,0.9835,28.200
orscale_muon_moonlight,0.005,43,7,700,0.266900,91.0300,0.9708,30.400
orscale_muon_moonlight,0.005,43,7,750,0.273700,90.9000,0.9546,32.000
orscale_muon_moonlight,0.005,43,8,800,0.224600,92.7900,0.9350,34.100
orscale_muon_moonlight,0.005,43,8,850,0.227900,92.5200,0.9122,35.800
orscale_muon_moonlight,0.005,43,9,900,0.188000,94.0800,0.8864,38.500
orscale_muon_moonlight,0.005,43,9,950,0.193900,93.8000,0.8578,40.100
orscale_muon_moonlight,0.005,43,10,1000,0.159100,95.0300,0.8265,42.300
orscale_muon_moonlight,0.005,43,10,1050,0.160400,94.8500,0.7928,44.100
orscale_muon_moonlight,0.005,43,11,1100,0.132700,95.7700,0.7569,46.400
orscale_muon_moonlight,0.005,43,11,1150,0.135200,95.6900,0.7192,48.100
orscale_muon_moonlight,0.005,43,12,1200,0.106200,96.8800,0.6798,50.200
orscale_muon_moonlight,0.005,43,12,1250,0.108300,96.7600,0.6391,51.900
orscale_muon_moonlight,0.005,43,13,1300,0.090200,97.3400,0.5973,54.000
orscale_muon_moonlight,0.005,43,13,1350,0.090800,97.2500,0.5549,55.700
orscale_muon_moonlight,0.005,43,14,1400,0.075300,97.8300,0.5120,57.800
orscale_muon_moonlight,0.005,43,14,1450,0.072600,97.9000,0.4691,59.400
orscale_muon_moonlight,0.005,43,15,1500,0.058500,98.3400,0.4264,61.600
orscale_muon_moonlight,0.005,43,15,1550,0.057300,98.4000,0.3842,63.200
orscale_muon_moonlight,0.005,43,16,1600,0.044700,98.8900,0.3429,65.300
orscale_muon_moonlight,0.005,43,17,1650,0.034400,99.2200,0.3027,67.400
orscale_muon_moonlight,0.005,43,17,1700,0.034300,99.2200,0.2640,69.100
orscale_muon_moonlight,0.005,43,18,1750,0.027900,99.5100,0.2271,71.200
orscale_muon_moonlight,0.005,43,18,1800,0.027500,99.4100,0.1921,72.900
orscale_muon_moonlight,0.005,43,19,1850,0.022900,99.3600,0.1594,75.000
orscale_muon_moonlight,0.005,43,19,1900,0.021600,99.5500,0.1293,76.700
orscale_muon_moonlight,0.005,43,20,1950,0.016000,99.7300,0.1018,78.800
orscale_muon_moonlight,0.005,43,20,2000,0.017900,99.6800,0.0774,80.400
orscale_muon_moonlight,0.005,43,21,2050,0.016600,99.7300,0.0560,82.600
orscale_muon_moonlight,0.005,43,21,2100,0.016000,99.7300,0.0379,84.200
orscale_muon_moonlight,0.005,43,22,2150,0.014000,99.8800,0.0232,86.300
orscale_muon_moonlight,0.005,43,22,2200,0.014000,99.8000,0.0120,88.000
orscale_muon_moonlight,0.005,43,23,2250,0.014600,99.7800,0.0045,90.000
orscale_muon_moonlight,0.005,43,23,2300,0.013700,99.8400,0.0006,91.700
orscale_muon_moonlight,0.005,44,0,50,2.283300,15.7300,0.1000,6.200
orscale_muon_moonlight,0.005,44,1,100,1.912000,40.1700,0.2000,9.000
orscale_muon_moonlight,0.005,44,1,150,1.679000,46.3700,0.3000,11.200
orscale_muon_moonlight,0.005,44,2,200,1.117100,62.1400,0.4000,13.900
orscale_muon_moonlight,0.005,44,2,250,0.976100,66.5700,0.5000,16.300
orscale_muon_moonlight,0.005,44,3,300,0.718000,76.1300,0.6000,19.000
orscale_muon_moonlight,0.005,44,3,350,0.665600,77.4200,0.7000,21.300
orscale_muon_moonlight,0.005,44,4,400,0.521300,82.3700,0.8000,24.000
orscale_muon_moonlight,0.005,44,4,450,0.500700,83.1800,0.9000,26.300
orscale_muon_moonlight,0.005,44,5,500,0.417500,86.3300,1.0000,29.100
orscale_muon_moonlight,0.005,44,5,550,0.403900,86.6100,0.9982,31.400
orscale_muon_moonlight,0.005,44,6,600,0.332400,88.8700,0.9926,34.100
orscale_muon_moonlight,0.005,44,6,650,0.324700,89.2600,0.9835,36.400
orscale_muon_moonlight,0.005,44,7,700,0.261200,91.4500,0.9708,39.100
orscale_muon_moonlight,0.005,44,7,750,0.265800,91.3600,0.9546,41.400
orscale_muon_moonlight,0.005,44,8,800,0.222900,92.7800,0.9350,44.100
orscale_muon_moonlight,0.005,44,8,850,0.221000,92.7600,0.9122,46.500
orscale_muon_moonlight,0.005,44,9,900,0.192900,93.7500,0.8864,49.200
orscale_muon_moonlight,0.005,44,9,950,0.191000,93.7400,0.8578,51.600
orscale_muon_moonlight,0.005,44,10,1000,0.149000,95.3100,0.8265,54.400
orscale_muon_moonlight,0.005,44,10,1050,0.155600,94.9700,0.7928,56.700
orscale_muon_moonlight,0.005,44,11,1100,0.128800,95.9100,0.7569,59.500
orscale_muon_moonlight,0.005,44,11,1150,0.130900,95.9200,0.7192,61.800
orscale_muon_moonlight,0.005,44,12,1200,0.107000,96.8000,0.6798,64.600
orscale_muon_moonlight,0.005,44,12,1250,0.108500,96.6500,0.6391,66.900
orscale_muon_moonlight,0.005,44,13,1300,0.086700,97.5300,0.5973,69.600
orscale_muon_moonlight,0.005,44,13,1350,0.087100,97.4300,0.5549,71.900
orscale_muon_moonlight,0.005,44,14,1400,0.069900,97.9600,0.5120,74.600
orscale_muon_moonlight,0.005,44,14,1450,0.071200,97.9400,0.4691,76.900
orscale_muon_moonlight,0.005,44,15,1500,0.054000,98.5500,0.4264,79.700
orscale_muon_moonlight,0.005,44,15,1550,0.054300,98.5200,0.3842,82.000
orscale_muon_moonlight,0.005,44,16,1600,0.045200,98.8600,0.3429,84.800
orscale_muon_moonlight,0.005,44,17,1650,0.044100,98.4400,0.3027,87.500
orscale_muon_moonlight,0.005,44,17,1700,0.034300,99.1900,0.2640,89.800
orscale_muon_moonlight,0.005,44,18,1750,0.029300,99.3200,0.2271,92.600
orscale_muon_moonlight,0.005,44,18,1800,0.029200,99.3000,0.1921,94.800
orscale_muon_moonlight,0.005,44,19,1850,0.020700,99.6400,0.1594,97.500
orscale_muon_moonlight,0.005,44,19,1900,0.021600,99.6200,0.1293,99.800
orscale_muon_moonlight,0.005,44,20,1950,0.016600,99.7900,0.1018,102.500
orscale_muon_moonlight,0.005,44,20,2000,0.017000,99.7500,0.0774,104.800
orscale_muon_moonlight,0.005,44,21,2050,0.016200,99.7100,0.0560,107.500
orscale_muon_moonlight,0.005,44,21,2100,0.016200,99.7300,0.0379,109.800
orscale_muon_moonlight,0.005,44,22,2150,0.012100,99.8800,0.0232,112.600
orscale_muon_moonlight,0.005,44,22,2200,0.013500,99.8100,0.0120,114.900
orscale_muon_moonlight,0.005,44,23,2250,0.013200,99.8500,0.0045,117.600
orscale_muon_moonlight,0.005,44,23,2300,0.012700,99.8600,0.0006,120.000
orscale_muon_moonlight,0.01,42,0,50,2.244800,22.7500,0.1000,5.900
orscale_muon_moonlight,0.01,42,1,100,1.624900,47.7200,0.2000,8.400
orscale_muon_moonlight,0.01,42,1,150,1.358100,55.3400,0.3000,10.700
orscale_muon_moonlight,0.01,42,2,200,0.836500,72.9800,0.4000,13.300
orscale_muon_moonlight,0.01,42,2,250,0.760400,74.4600,0.5000,15.700
orscale_muon_moonlight,0.01,42,3,300,0.554300,81.6400,0.6000,18.300
orscale_muon_moonlight,0.01,42,3,350,0.538400,81.9800,0.7000,20.500
orscale_muon_moonlight,0.01,42,4,400,0.444700,85.5600,0.8000,23.200
orscale_muon_moonlight,0.01,42,4,450,0.429700,85.7400,0.9000,25.500
orscale_muon_moonlight,0.01,42,5,500,0.362200,88.1800,1.0000,28.300
orscale_muon_moonlight,0.01,42,5,550,0.364200,87.8300,0.9982,30.600
orscale_muon_moonlight,0.01,42,6,600,0.311100,89.7700,0.9926,33.300
orscale_muon_moonlight,0.01,42,6,650,0.311000,89.6200,0.9835,35.600
orscale_muon_moonlight,0.01,42,7,700,0.249200,91.9000,0.9708,38.400
orscale_muon_moonlight,0.01,42,7,750,0.263400,91.3700,0.9546,40.700
orscale_muon_moonlight,0.01,42,8,800,0.231200,92.5400,0.9350,43.400
orscale_muon_moonlight,0.01,42,8,850,0.231400,92.4900,0.9122,45.700
orscale_muon_moonlight,0.01,42,9,900,0.195100,93.8300,0.8864,48.400
orscale_muon_moonlight,0.01,42,9,950,0.207000,93.1700,0.8578,50.700
orscale_muon_moonlight,0.01,42,10,1000,0.173800,94.4300,0.8265,53.500
orscale_muon_moonlight,0.01,42,10,1050,0.179800,94.0700,0.7928,55.800
orscale_muon_moonlight,0.01,42,11,1100,0.153400,95.1500,0.7569,58.600
orscale_muon_moonlight,0.01,42,11,1150,0.157700,94.9100,0.7192,61.000
orscale_muon_moonlight,0.01,42,12,1200,0.130000,95.8500,0.6798,63.700
orscale_muon_moonlight,0.01,42,12,1250,0.135900,95.5400,0.6391,66.000
orscale_muon_moonlight,0.01,42,13,1300,0.110100,96.4700,0.5973,68.700
orscale_muon_moonlight,0.01,42,13,1350,0.112900,96.4700,0.5549,71.000
orscale_muon_moonlight,0.01,42,14,1400,0.090700,97.2600,0.5120,73.800
orscale_muon_moonlight,0.01,42,14,1450,0.091400,97.2100,0.4691,76.100
