optimizer,lr,seed,epoch,step,train_loss,train_top1,lr_mult,elapsed_s
orscale_muon,0.005,42,9,900,0.208000,93.3700,0.8864,37.700
orscale_muon,0.005,42,9,950,0.219200,92.8200,0.8578,39.400
orscale_muon,0.005,42,10,1000,0.175500,94.5100,0.8265,41.400
orscale_muon,0.005,42,10,1050,0.184000,94.0500,0.7928,43.200
orscale_muon,0.005,42,11,1100,0.149600,95.4000,0.7569,45.600
orscale_muon,0.005,42,11,1150,0.155200,95.0900,0.7192,47.300
orscale_muon,0.005,42,12,1200,0.125000,96.1400,0.6798,49.300
orscale_muon,0.005,42,12,1250,0.128900,95.9000,0.6391,51.000
orscale_muon,0.005,42,13,1300,0.104400,96.8900,0.5973,53.100
orscale_muon,0.005,42,13,1350,0.108300,96.7000,0.5549,54.800
orscale_muon,0.005,42,14,1400,0.088400,97.4200,0.5120,56.900
orscale_muon,0.005,42,14,1450,0.088200,97.3700,0.4691,58.500
orscale_muon,0.005,42,15,1500,0.073300,97.8900,0.4264,60.700
orscale_muon,0.005,42,15,1550,0.073600,97.8500,0.3842,62.300
orscale_muon,0.005,42,16,1600,0.056600,98.4400,0.3429,64.500
orscale_muon,0.005,42,17,1650,0.039500,99.2200,0.3027,66.600
orscale_muon,0.005,42,17,1700,0.046100,98.8500,0.2640,68.300
orscale_muon,0.005,42,18,1750,0.037000,99.1200,0.2271,70.300
orscale_muon,0.005,42,18,1800,0.036500,99.1800,0.1921,72.000
orscale_muon,0.005,42,19,1850,0.028600,99.4100,0.1594,74.100
orscale_muon,0.005,42,19,1900,0.029200,99.4500,0.1293,75.800
orscale_muon,0.005,42,20,1950,0.024800,99.6300,0.1018,77.900
orscale_muon,0.005,42,20,2000,0.024100,99.5500,0.0774,79.500
orscale_muon,0.005,42,21,2050,0.020300,99.6800,0.0560,81.700
orscale_muon,0.005,42,21,2100,0.020400,99.6900,0.0379,83.300
orscale_muon,0.005,42,22,2150,0.017600,99.7100,0.0232,85.400
orscale_muon,0.005,42,22,2200,0.019000,99.7000,0.0120,87.100
orscale_muon,0.005,42,23,2250,0.016800,99.7800,0.0045,89.200
orscale_muon,0.005,42,23,2300,0.017600,99.7300,0.0006,90.900
orscale_muon,0.005,43,0,50,2.305900,12.0700,0.1000,5.800
orscale_muon,0.005,43,1,100,2.067900,39.1300,0.2000,7.900
orscale_muon,0.005,43,1,150,1.914100,40.7400,0.3000,9.600
orscale_muon,0.005,43,2,200,1.377500,53.4200,0.4000,11.700
orscale_muon,0.005,43,2,250,1.234600,58.0300,0.5000,13.300
orscale_muon,0.005,43,3,300,0.869700,70.3300,0.6000,15.400
orscale_muon,0.005,43,3,350,0.801900,72.7400,0.7000,17.000
orscale_muon,0.005,43,4,400,0.623000,79.3100,0.8000,19.100
orscale_muon,0.005,43,4,450,0.588700,80.2500,0.9000,20.700
orscale_muon,0.005,43,5,500,0.488400,83.4600,1.0000,22.800
orscale_muon,0.005,43,5,550,0.465200,84.1300,0.9982,24.500
orscale_muon,0.005,43,6,600,0.366700,88.3400,0.9926,26.500
orscale_muon,0.005,43,6,650,0.364900,88.0500,0.9835,28.100
orscale_muon,0.005,43,7,700,0.302000,89.8100,0.9708,30.200
orscale_muon,0.005,43,7,750,0.309300,89.5700,0.9546,31.900
orscale_muon,0.005,43,8,800,0.255900,91.6400,0.9350,33.900
orscale_muon,0.005,43,8,850,0.259800,91.3000,0.9122,35.600
orscale_muon,0.005,43,9,900,0.225300,92.3800,0.8864,37.600
orscale_muon,0.005,43,9,950,0.226500,92.5400,0.8578,39.300
orscale_muon,0.005,43,10,1000,0.186500,94.0100,0.8265,41.300
orscale_muon,0.005,43,10,1050,0.187700,93.9600,0.7928,43.100
orscale_muon,0.005,43,11,1100,0.154800,94.9300,0.7569,45.400
orscale_muon,0.005,43,11,1150,0.157500,94.8300,0.7192,47.100
orscale_muon,0.005,43,12,1200,0.126300,96.1500,0.6798,49.100
orscale_muon,0.005,43,12,1250,0.130700,95.9300,0.6391,50.800
orscale_muon,0.005,43,13,1300,0.108100,96.7400,0.5973,52.900
orscale_muon,0.005,43,13,1350,0.107800,96.7200,0.5549,54.600
orscale_muon,0.005,43,14,1400,0.090900,97.2700,0.5120,56.700
orscale_muon,0.005,43,14,1450,0.088900,97.3200,0.4691,58.300
orscale_muon,0.005,43,15,1500,0.070900,98.0100,0.4264,60.500
orscale_muon,0.005,43,15,1550,0.070700,97.9600,0.3842,62.200
orscale_muon,0.005,43,16,1600,0.059400,98.4300,0.3429,64.300
orscale_muon,0.005,43,17,1650,0.045800,98.6300,0.3027,66.500
orscale_muon,0.005,43,17,1700,0.045700,98.8800,0.2640,68.200
orscale_muon,0.005,43,18,1750,0.037400,99.0700,0.2271,70.300
orscale_muon,0.005,43,18,1800,0.036400,99.0900,0.1921,72.000
orscale_muon,0.005,43,19,1850,0.027100,99.3900,0.1594,74.100
orscale_muon,0.005,43,19,1900,0.027800,99.4200,0.1293,75.800
orscale_muon,0.005,43,20,1950,0.023100,99.5700,0.1018,77.800
orscale_muon,0.005,43,20,2000,0.025100,99.5100,0.0774,79.400
orscale_muon,0.005,43,21,2050,0.022900,99.5900,0.0560,81.600
orscale_muon,0.005,43,21,2100,0.021000,99.6300,0.0379,83.200
orscale_muon,0.005,43,22,2150,0.018900,99.7600,0.0232,85.300
orscale_muon,0.005,43,22,2200,0.018900,99.7100,0.0120,87.000
orscale_muon,0.005,43,23,2250,0.019200,99.7100,0.0045,89.100
orscale_muon,0.005,43,23,2300,0.018700,99.7300,0.0006,90.700
orscale_muon,0.005,44,0,50,2.296800,12.5000,0.1000,5.400
orscale_muon,0.005,44,1,100,2.067500,37.4300,0.2000,7.500
orscale_muon,0.005,44,1,150,1.901200,41.3000,0.3000,9.200
orscale_muon,0.005,44,2,200,1.369200,54.2300,0.4000,11.200
orscale_muon,0.005,44,2,250,1.206500,58.9400,0.5000,12.900
orscale_muon,0.005,44,3,300,0.873500,69.6600,0.6000,15.000
orscale_muon,0.005,44,3,350,0.803000,72.3600,0.7000,16.600
orscale_muon,0.005,44,4,400,0.617600,79.4400,0.8000,18.600
orscale_muon,0.005,44,4,450,0.581300,80.4200,0.9000,20.300
orscale_muon,0.005,44,5,500,0.475400,84.4400,1.0000,22.400
orscale_muon,0.005,44,5,550,0.456400,84.8200,0.9982,24.000
orscale_muon,0.005,44,6,600,0.373900,87.4100,0.9926,26.100
orscale_muon,0.005,44,6,650,0.364700,87.8500,0.9835,27.700
orscale_muon,0.005,44,7,700,0.299900,89.9000,0.9708,29.800
orscale_muon,0.005,44,7,750,0.302700,89.9000,0.9546,31.400
orscale_muon,0.005,44,8,800,0.250200,91.9000,0.9350,33.400
orscale_muon,0.005,44,8,850,0.249800,91.7100,0.9122,35.000
orscale_muon,0.005,44,9,900,0.214800,93.1400,0.8864,37.100
orscale_muon,0.005,44,9,950,0.217100,93.0000,0.8578,38.800
orscale_muon,0.005,44,10,1000,0.175900,94.4500,0.8265,40.900
orscale_muon,0.005,44,10,1050,0.183300,94.0600,0.7928,42.700
orscale_muon,0.005,44,11,1100,0.152300,95.2700,0.7569,44.900
orscale_muon,0.005,44,11,1150,0.152800,95.1400,0.7192,46.600
orscale_muon,0.005,44,12,1200,0.128700,96.1400,0.6798,48.600
orscale_muon,0.005,44,12,1250,0.132000,95.9400,0.6391,50.200
orscale_muon,0.005,44,13,1300,0.105200,96.7900,0.5973,52.300
orscale_muon,0.005,44,13,1350,0.105000,96.7500,0.5549,54.000
orscale_muon,0.005,44,14,1400,0.087400,97.3800,0.5120,56.000
orscale_muon,0.005,44,14,1450,0.086400,97.3600,0.4691,57.600
orscale_muon,0.005,44,15,1500,0.068000,98.1500,0.4264,59.800
orscale_muon,0.005,44,15,1550,0.068500,98.0600,0.3842,61.400
orscale_muon,0.005,44,16,1600,0.054800,98.5600,0.3429,63.400
orscale_muon,0.005,44,17,1650,0.060400,98.2400,0.3027,65.600
orscale_muon,0.005,44,17,1700,0.043300,98.9500,0.2640,67.200
orscale_muon,0.005,44,18,1750,0.033900,99.1200,0.2271,69.300
orscale_muon,0.005,44,18,1800,0.036700,99.1200,0.1921,71.000
orscale_muon,0.005,44,19,1850,0.025700,99.5000,0.1594,73.000
orscale_muon,0.005,44,19,1900,0.029100,99.3900,0.1293,74.700
orscale_muon,0.005,44,20,1950,0.022500,99.5700,0.1018,76.800
orscale_muon,0.005,44,20,2000,0.023200,99.5400,0.0774,78.400
orscale_muon,0.005,44,21,2050,0.020400,99.6400,0.0560,80.500
orscale_muon,0.005,44,21,2100,0.020800,99.6500,0.0379,82.200
orscale_muon,0.005,44,22,2150,0.017500,99.7600,0.0232,84.200
orscale_muon,0.005,44,22,2200,0.017900,99.7300,0.0120,85.900
orscale_muon,0.005,44,23,2250,0.017700,99.7000,0.0045,87.900
orscale_muon,0.005,44,23,2300,0.017300,99.7500,0.0006,89.600
orscale_muon,0.01,42,0,50,2.270700,19.2200,0.1000,5.500
orscale_muon,0.01,42,1,100,1.857300,44.2100,0.2000,7.600
orscale_muon,0.01,42,1,150,1.622100,48.2900,0.3000,9.200
orscale_muon,0.01,42,2,200,1.011000,66.3700,0.4000,11.300
orscale_muon,0.01,42,2,250,0.899000,69.4800,0.5000,12.900
orscale_muon,0.01,42,3,300,0.634500,79.0600,0.6000,15.000
orscale_muon,0.01,42,3,350,0.601600,79.7200,0.7000,16.600
orscale_muon,0.01,42,4,400,0.485900,84.1600,0.8000,18.700
orscale_muon,0.01,42,4,450,0.462800,84.5600,0.9000,20.300
orscale_muon,0.01,42,5,500,0.388600,87.0600,1.0000,22.400
orscale_muon,0.01,42,5,550,0.387200,87.0600,0.9982,24.000
orscale_muon,0.01,42,6,600,0.332600,89.4000,0.9926,26.000
orscale_muon,0.01,42,6,650,0.331200,89.0100,0.9835,27.600
orscale_muon,0.01,42,7,700,0.264300,91.2400,0.9708,29.700
orscale_muon,0.01,42,7,750,0.278100,90.7500,0.9546,31.300
orscale_muon,0.01,42,8,800,0.237400,92.1100,0.9350,33.400
orscale_muon,0.01,42,8,850,0.238900,92.1500,0.9122,35.000
orscale_muon,0.01,42,9,900,0.202900,93.5000,0.8864,37.100
orscale_muon,0.01,42,9,950,0.216500,92.8300,0.8578,38.700
orscale_muon,0.01,42,10,1000,0.179100,94.3100,0.8265,40.800
orscale_muon,0.01,42,10,1050,0.186600,93.8700,0.7928,42.500
orscale_muon,0.01,42,11,1100,0.155000,95.2200,0.7569,44.700
orscale_muon,0.01,42,11,1150,0.164100,94.7500,0.7192,46.400
orscale_muon,0.01,42,12,1200,0.132500,95.8000,0.6798,48.400
orscale_muon,0.01,42,12,1250,0.138500,95.4800,0.6391,50.000
orscale_muon,0.01,42,13,1300,0.112900,96.4200,0.5973,52.100
orscale_muon,0.01,42,13,1350,0.117500,96.2700,0.5549,53.700
orscale_muon,0.01,42,14,1400,0.094700,97.0800,0.5120,55.800
orscale_muon,0.01,42,14,1450,0.094800,97.1000,0.4691,57.400
orscale_muon,0.01,42,15,1500,0.077900,97.7100,0.4264,59.500
orscale_muon,0.01,42,15,1550,0.078700,97.6700,0.3842,61.100
orscale_muon,0.01,42,16,1600,0.055600,98.4400,0.3429,63.100
orscale_muon,0.01,42,17,1650,0.050800,98.2400,0.3027,65.200
orscale_muon,0.01,42,17,1700,0.044800,98.8500,0.2640,66.800
orscale_muon,0.01,42,18,1750,0.038500,99.0700,0.2271,68.900
orscale_muon,0.01,42,18,1800,0.034600,99.2000,0.1921,70.600
orscale_muon,0.01,42,19,1850,0.022600,99.6900,0.1594,72.700
orscale_muon,0.01,42,19,1900,0.024100,99.4900,0.1293,74.300
orscale_muon,0.01,42,20,1950,0.019600,99.6700,0.1018,76.400
orscale_muon,0.01,42,20,2000,0.018700,99.6900,0.0774,78.000
orscale_muon,0.01,42,21,2050,0.013100,99.8000,0.0560,80.100
orscale_muon,0.01,42,21,2100,0.014000,99.7800,0.0379,81.700
orscale_muon,0.01,42,22,2150,0.012000,99.7600,0.0232,83.800
orscale_muon,0.01,42,22,2200,0.011800,99.8500,0.0120,85.400
orscale_muon,0.01,42,23,2250,0.011100,99.8700,0.0045,87.500
orscale_muon,0.01,42,23,2300,0.010600,99.8800,0.0006,89.200
orscale_muon,0.01,43,0,50,2.290100,15.1000,0.1000,5.700
orscale_muon,0.01,43,1,100,1.875300,43.3600,0.2000,7.900
orscale_muon,0.01,43,1,150,1.651600,47.2300,0.3000,9.500
orscale_muon,0.01,43,2,200,1.033100,65.3300,0.4000,11.600
orscale_muon,0.01,43,2,250,0.924400,69.0400,0.5000,13.200
orscale_muon,0.01,43,3,300,0.641500,78.2600,0.6000,15.300
orscale_muon,0.01,43,3,350,0.612800,79.3600,0.7000,16.900
orscale_muon,0.01,43,4,400,0.495500,83.4500,0.8000,18.900
orscale_muon,0.01,43,4,450,0.475500,84.2400,0.9000,20.600
orscale_muon,0.01,43,5,500,0.406200,86.3000,1.0000,22.600
orscale_muon,0.01,43,5,550,0.399600,86.5700,0.9982,24.300
orscale_muon,0.01,43,6,600,0.323000,89.5300,0.9926,26.400
orscale_muon,0.01,43,6,650,0.326600,89.2000,0.9835,28.000
orscale_muon,0.01,43,7,700,0.274800,90.9100,0.9708,30.100
orscale_muon,0.01,43,7,750,0.285000,90.4200,0.9546,31.700
orscale_muon,0.01,43,8,800,0.241500,92.2600,0.9350,33.800
orscale_muon,0.01,43,8,850,0.247600,91.7300,0.9122,35.400
orscale_muon,0.01,43,9,900,0.217700,92.9600,0.8864,37.500
orscale_muon,0.01,43,9,950,0.222300,92.6300,0.8578,39.100
orscale_muon,0.01,43,10,1000,0.187900,93.7900,0.8265,41.200
orscale_muon,0.01,43,10,1050,0.191900,93.5900,0.7928,43.000
orscale_muon,0.01,43,11,1100,0.165000,94.8000,0.7569,45.400
orscale_muon,0.01,43,11,1150,0.168000,94.6300,0.7192,47.000
orscale_muon,0.01,43,12,1200,0.138000,95.7900,0.6798,49.000
orscale_muon,0.01,43,12,1250,0.141900,95.4300,0.6391,50.700
orscale_muon,0.01,43,13,1300,0.117700,96.2800,0.5973,52.800
orscale_muon,0.01,43,13,1350,0.119200,96.1800,0.5549,54.500
orscale_muon,0.01,43,14,1400,0.095000,97.1300,0.5120,56.500
orscale_muon,0.01,43,14,1450,0.096700,97.0200,0.4691,58.200
orscale_muon,0.01,43,15,1500,0.077000,97.8300,0.4264,60.300
orscale_muon,0.01,43,15,1550,0.076900,97.7900,0.3842,61.900
orscale_muon,0.01,43,16,1600,0.061300,98.2600,0.3429,64.000
orscale_muon,0.01,43,17,1650,0.046500,98.8300,0.3027,66.100
orscale_muon,0.01,43,17,1700,0.045600,98.7400,0.2640,67.700
orscale_muon,0.01,43,18,1750,0.032100,99.4600,0.2271,69.800
orscale_muon,0.01,43,18,1800,0.032800,99.2800,0.1921,71.500
orscale_muon,0.01,43,19,1850,0.025100,99.5000,0.1594,73.600
orscale_muon,0.01,43,19,1900,0.024900,99.4800,0.1293,75.300
orscale_muon,0.01,43,20,1950,0.017700,99.7700,0.1018,77.300
orscale_muon,0.01,43,20,2000,0.018900,99.6700,0.0774,79.000
orscale_muon,0.01,43,21,2050,0.014400,99.8200,0.0560,81.100
orscale_muon,0.01,43,21,2100,0.014000,99.8000,0.0379,82.700
orscale_muon,0.01,43,22,2150,0.012300,99.8500,0.0232,84.800
orscale_muon,0.01,43,22,2200,0.012200,99.8300,0.0120,86.500
orscale_muon,0.01,43,23,2250,0.012000,99.8400,0.0045,88.500
orscale_muon,0.01,43,23,2300,0.011200,99.8600,0.0006,90.200
orscale_muon,0.01,44,0,50,2.280600,16.2800,0.1000,5.800
orscale_muon,0.01,44,1,100,1.882500,41.4700,0.2000,8.000
orscale_muon,0.01,44,1,150,1.635000,47.7300,0.3000,9.700
orscale_muon,0.01,44,2,200,1.052700,64.6500,0.4000,11.700
orscale_muon,0.01,44,2,250,0.910600,69.0900,0.5000,13.300
orscale_muon,0.01,44,3,300,0.660200,77.6700,0.6000,15.400
orscale_muon,0.01,44,3,350,0.605900,79.7300,0.7000,17.100
orscale_muon,0.01,44,4,400,0.479100,83.9400,0.8000,19.100
orscale_muon,0.01,44,4,450,0.465000,84.4000,0.9000,20.800
orscale_muon,0.01,44,5,500,0.396000,87.2700,1.0000,22.800
orscale_muon,0.01,44,5,550,0.384400,87.2400,0.9982,24.500
orscale_muon,0.01,44,6,600,0.323600,89.1200,0.9926,26.600
orscale_muon,0.01,44,6,650,0.322300,89.4800,0.9835,28.200
orscale_muon,0.01,44,7,700,0.270700,91.1700,0.9708,30.300
orscale_muon,0.01,44,7,750,0.278800,90.8000,0.9546,31.900
orscale_muon,0.01,44,8,800,0.239000,92.1800,0.9350,34.000
orscale_muon,0.01,44,8,850,0.239100,92.1800,0.9122,35.600
orscale_muon,0.01,44,9,900,0.210000,93.2100,0.8864,37.700
orscale_muon,0.01,44,9,950,0.214800,92.9400,0.8578,39.400
orscale_muon,0.01,44,10,1000,0.183600,93.9800,0.8265,41.400
orscale_muon,0.01,44,10,1050,0.190600,93.6800,0.7928,43.200
orscale_muon,0.01,44,11,1100,0.158500,94.9200,0.7569,45.400
orscale_muon,0.01,44,11,1150,0.163700,94.6800,0.7192,47.100
orscale_muon,0.01,44,12,1200,0.136000,95.5000,0.6798,49.100
orscale_muon,0.01,44,12,1250,0.141600,95.3400,0.6391,50.800
orscale_muon,0.01,44,13,1300,0.114300,96.4500,0.5973,52.800
orscale_muon,0.01,44,13,1350,0.114500,96.4300,0.5549,54.500
orscale_muon,0.01,44,14,1400,0.096200,97.0400,0.5120,56.600
orscale_muon,0.01,44,14,1450,0.095600,97.0400,0.4691,58.200
orscale_muon,0.01,44,15,1500,0.072900,97.9200,0.4264,60.400
orscale_muon,0.01,44,15,1550,0.075000,97.7400,0.3842,62.000
orscale_muon,0.01,44,16,1600,0.058900,98.3000,0.3429,64.100
orscale_muon,0.01,44,17,1650,0.053600,98.4400,0.3027,66.200
orscale_muon,0.01,44,17,1700,0.042700,98.9600,0.2640,67.800
orscale_muon,0.01,44,18,1750,0.036700,99.0700,0.2271,69.900
orscale_muon,0.01,44,18,1800,0.035200,99.1500,0.1921,71.600
orscale_muon,0.01,44,19,1850,0.021600,99.6100,0.1594,73.600
orscale_muon,0.01,44,19,1900,0.023800,99.5100,0.1293,75.300
orscale_muon,0.01,44,20,1950,0.016600,99.6700,0.1018,77.400
orscale_muon,0.01,44,20,2000,0.017800,99.6600,0.0774,79.000
orscale_muon,0.01,44,21,2050,0.015800,99.6800,0.0560,81.200
orscale_muon,0.01,44,21,2100,0.015000,99.7100,0.0379,82.800
orscale_muon,0.01,44,22,2150,0.011700,99.8000,0.0232,84.900
orscale_muon,0.01,44,22,2200,0.011200,99.8500,0.0120,86.500
orscale_muon,0.01,44,23,2250,0.011200,99.8100,0.0045,88.600
orscale_muon,0.01,44,23,2300,0.010400,99.8800,0.0006,90.300
orscale_muon,0.02,42,0,50,2.239600,23.3800,0.1000,5.600
orscale_muon,0.02,42,1,100,1.582900,49.9300,0.2000,7.700
orscale_muon,0.02,42,1,150,1.299800,57.7100,0.3000,9.400
orscale_muon,0.02,42,2,200,0.772100,74.8000,0.4000,11.400
orscale_muon,0.02,42,2,250,0.703000,76.5800,0.5000,13.100
orscale_muon,0.02,42,3,300,0.512100,83.5100,0.6000,15.200
orscale_muon,0.02,42,3,350,0.505900,83.4800,0.7000,16.800
orscale_muon,0.02,42,4,400,0.429200,85.9900,0.8000,18.800
orscale_muon,0.02,42,4,450,0.427900,85.8600,0.9000,20.500
orscale_muon,0.02,42,5,500,0.384400,87.4300,1.0000,22.500
orscale_muon,0.02,42,5,550,0.400500,86.5900,0.9982,24.200
orscale_muon,0.02,42,6,600,0.375400,87.6500,0.9926,26.300
orscale_muon,0.02,42,6,650,0.379100,87.3300,0.9835,27.900
orscale_muon,0.02,42,7,700,0.323700,89.3000,0.9708,30.000
orscale_muon,0.02,42,7,750,0.347800,88.4000,0.9546,31.600
orscale_muon,0.02,42,8,800,0.322500,89.3100,0.9350,33.600
orscale_muon,0.02,42,8,850,0.324000,89.3200,0.9122,35.300
orscale_muon,0.02,42,9,900,0.278900,90.8500,0.8864,37.400
orscale_muon,0.02,42,9,950,0.282100,90.5900,0.8578,39.000
orscale_muon,0.02,42,10,1000,0.218500,93.2700,0.8265,41.100
orscale_muon,0.02,42,10,1050,0.222100,92.7500,0.7928,42.900
orscale_muon,0.02,42,11,1100,0.174300,94.3100,0.7569,45.100
orscale_muon,0.02,42,11,1150,0.177900,94.1600,0.7192,46.800
orscale_muon,0.02,42,12,1200,0.138100,95.6100,0.6798,48.800
orscale_muon,0.02,42,12,1250,0.138800,95.4900,0.6391,50.600
orscale_muon,0.02,42,13,1300,0.107300,96.6700,0.5973,52.600
orscale_muon,0.02,42,13,1350,0.109400,96.5500,0.5549,54.300
orscale_muon,0.02,42,14,1400,0.087600,97.3100,0.5120,56.300
orscale_muon,0.02,42,14,1450,0.087200,97.3800,0.4691,58.000
orscale_muon,0.02,42,15,1500,0.067600,98.0400,0.4264,60.000
orscale_muon,0.02,42,15,1550,0.067600,98.0200,0.3842,61.600
orscale_muon,0.02,42,16,1600,0.050200,98.6900,0.3429,63.700
orscale_muon,0.02,42,17,1650,0.033600,99.2200,0.3027,65.800
orscale_muon,0.02,42,17,1700,0.038600,99.0900,0.2640,67.500
orscale_muon,0.02,42,18,1750,0.035600,99.0200,0.2271,69.600
orscale_muon,0.02,42,18,1800,0.029300,99.3500,0.1921,71.300
orscale_muon,0.02,42,19,1850,0.020900,99.5800,0.1594,73.300
orscale_muon,0.02,42,19,1900,0.022200,99.5500,0.1293,75.000
orscale_muon,0.02,42,20,1950,0.019400,99.5300,0.1018,77.100
orscale_muon,0.02,42,20,2000,0.016800,99.7100,0.0774,78.800
orscale_muon,0.02,42,21,2050,0.013100,99.8600,0.0560,80.900
orscale_muon,0.02,42,21,2100,0.013500,99.8100,0.0379,82.500
orscale_muon,0.02,42,22,2150,0.010600,99.9100,0.0232,84.600
orscale_muon,0.02,42,22,2200,0.011200,99.8900,0.0120,86.300
orscale_muon,0.02,42,23,2250,0.010700,99.8800,0.0045,88.400
orscale_muon,0.02,42,23,2300,0.010400,99.8800,0.0006,90.100
orscale_muon,0.02,43,0,50,2.260800,18.7800,0.1000,5.600
orscale_muon,0.02,43,1,100,1.584800,50.3300,0.2000,7.800
orscale_muon,0.02,43,1,150,1.329300,56.5300,0.3000,9.400
orscale_muon,0.02,43,2,200,0.770300,74.1900,0.4000,11.500
orscale_muon,0.02,43,2,250,0.717000,76.0600,0.5000,13.100
orscale_muon,0.02,43,3,300,0.516500,82.9900,0.6000,15.200
orscale_muon,0.02,43,3,350,0.515700,82.8400,0.7000,16.800
orscale_muon,0.02,43,4,400,0.437600,85.6400,0.8000,18.800
orscale_muon,0.02,43,4,450,0.437000,85.4700,0.9000,20.500
orscale_muon,0.02,43,5,500,0.399400,87.0600,1.0000,22.500
orscale_muon,0.02,43,5,550,0.408500,86.5100,0.9982,24.200
orscale_muon,0.02,43,6,600,0.360000,88.3200,0.9926,26.300
orscale_muon,0.02,43,6,650,0.369100,87.8000,0.9835,27.900
orscale_muon,0.02,43,7,700,0.338800,88.5900,0.9708,30.000
orscale_muon,0.02,43,7,750,0.353400,88.1800,0.9546,31.600
orscale_muon,0.02,43,8,800,0.317800,89.1400,0.9350,33.600
orscale_muon,0.02,43,8,850,0.326000,89.0800,0.9122,35.300
orscale_muon,0.02,43,9,900,0.289600,90.4500,0.8864,37.400
orscale_muon,0.02,43,9,950,0.289900,90.3800,0.8578,39.000
orscale_muon,0.02,43,10,1000,0.227400,92.5100,0.8265,41.100
orscale_muon,0.02,43,10,1050,0.225400,92.4900,0.7928,42.800
orscale_muon,0.02,43,11,1100,0.178100,94.2800,0.7569,45.100
orscale_muon,0.02,43,11,1150,0.178900,94.1000,0.7192,46.700
orscale_muon,0.02,43,12,1200,0.137100,95.6600,0.6798,48.700
orscale_muon,0.02,43,12,1250,0.138900,95.5900,0.6391,50.400
orscale_muon,0.02,43,13,1300,0.110200,96.5600,0.5973,52.500
orscale_muon,0.02,43,13,1350,0.109800,96.5300,0.5549,54.200
orscale_muon,0.02,43,14,1400,0.088000,97.4100,0.5120,56.200
orscale_muon,0.02,43,14,1450,0.086000,97.4400,0.4691,57.900
orscale_muon,0.02,43,15,1500,0.066700,98.0400,0.4264,60.000
orscale_muon,0.02,43,15,1550,0.066200,98.0500,0.3842,61.600
orscale_muon,0.02,43,16,1600,0.052000,98.5600,0.3429,63.700
orscale_muon,0.02,43,17,1650,0.039100,99.0200,0.3027,65.800
orscale_muon,0.02,43,17,1700,0.037800,99.1200,0.2640,67.400
orscale_muon,0.02,43,18,1750,0.028900,99.5100,0.2271,69.500
orscale_muon,0.02,43,18,1800,0.027500,99.3900,0.1921,71.100
orscale_muon,0.02,43,19,1850,0.020800,99.5800,0.1594,73.200
orscale_muon,0.02,43,19,1900,0.020800,99.6300,0.1293,74.900
orscale_muon,0.02,43,20,1950,0.015000,99.7900,0.1018,76.900
orscale_muon,0.02,43,20,2000,0.017400,99.6500,0.0774,78.600
orscale_muon,0.02,43,21,2050,0.013800,99.7700,0.0560,80.700
orscale_muon,0.02,43,21,2100,0.013200,99.8200,0.0379,82.300
orscale_muon,0.02,43,22,2150,0.011400,99.8500,0.0232,84.300
orscale_muon,0.02,43,22,2200,0.011500,99.8500,0.0120,86.000
orscale_muon,0.02,43,23,2250,0.011400,99.8600,0.0045,88.100
orscale_muon,0.02,43,23,2300,0.010800,99.8700,0.0006,89.700
orscale_muon,0.02,44,0,50,2.250000,20.6500,0.1000,6.500
orscale_muon,0.02,44,1,100,1.602900,48.7600,0.2000,9.300
orscale_muon,0.02,44,1,150,1.309800,56.9100,0.3000,11.600
orscale_muon,0.02,44,2,200,0.803200,73.6300,0.4000,14.300
orscale_muon,0.02,44,2,250,0.706900,76.5000,0.5000,16.600
orscale_muon,0.02,44,3,300,0.531400,82.4700,0.6000,19.300
orscale_muon,0.02,44,3,350,0.500900,83.4500,0.7000,21.600
orscale_muon,0.02,44,4,400,0.430800,85.8700,0.8000,24.300
orscale_muon,0.02,44,4,450,0.427900,85.7100,0.9000,26.600
orscale_muon,0.02,44,5,500,0.397500,87.2500,1.0000,29.400
orscale_muon,0.02,44,5,550,0.403500,86.8000,0.9982,31.700
orscale_muon,0.02,44,6,600,0.354000,88.5400,0.9926,34.500
orscale_muon,0.02,44,6,650,0.365200,87.9300,0.9835,36.800
orscale_muon,0.02,44,7,700,0.332800,89.1200,0.9708,39.600
orscale_muon,0.02,44,7,750,0.346000,88.5500,0.9546,41.900
orscale_muon,0.02,44,8,800,0.314500,89.6000,0.9350,44.700
orscale_muon,0.02,44,8,850,0.320500,89.3700,0.9122,47.000
orscale_muon,0.02,44,9,900,0.287300,90.3300,0.8864,49.800
orscale_muon,0.02,44,9,950,0.282500,90.4500,0.8578,52.100
orscale_muon,0.02,44,10,1000,0.223900,92.7900,0.8265,54.800
orscale_muon,0.02,44,10,1050,0.223700,92.6300,0.7928,57.100
orscale_muon,0.02,44,11,1100,0.171800,94.6200,0.7569,59.800
orscale_muon,0.02,44,11,1150,0.175200,94.3200,0.7192,62.100
orscale_muon,0.02,44,12,1200,0.145700,95.3100,0.6798,64.900
orscale_muon,0.02,44,12,1250,0.143600,95.3100,0.6391,67.200
orscale_muon,0.02,44,13,1300,0.107000,96.7700,0.5973,70.000
orscale_muon,0.02,44,13,1350,0.108200,96.6800,0.5549,72.300
orscale_muon,0.02,44,14,1400,0.085900,97.3400,0.5120,75.100
orscale_muon,0.02,44,14,1450,0.085700,97.3500,0.4691,77.400
orscale_muon,0.02,44,15,1500,0.066800,98.1900,0.4264,80.300
